64	27	73	4	42	26	98
48	50	58	96	52	92	80
37	87	82	12	92	43	69
61	89	86	29	33	50	55
47	75	77	34	21	76	65
98	21	47	38	47	54	51
79	49	98	8	84	25	21
60	6	99	19	11	78	98
35	32	20	99	92	57	98
79	5	7	25	62	48	6
17	41	65	25	74	97	78
96	16	75	38	46	45	7
61	78	14	36	56	48	53
88	12	29	35	38	49	54
34	3	59	77	53	14	48
24	84	87	79	32	79	61
61	2	19	40	41	94	50
17	16	66	73	28	28	73
55	89	51	77	1	7	59
47	59	97	86	65	33	23
52	47	54	47	91	41	15
60	26	87	56	29	59	25
5	8	15	26	5	83	76
18	35	69	76	49	61	52
93	21	19	31	64	6	90
52	23	3	49	86	7	50
14	63	67	45	80	44	70
33	19	17	55	13	61	43
93	29	75	25	76	12	81
76	19	33	98	56	60	22
28	37	71	6	71	8	74
33	13	79	61	42	20	86
94	44	79	26	28	80	8
99	90	47	21	92	64	58
29	18	39	48	95	52	22
25	85	76	90	92	59	6
99	93	99	53	14	78	42
55	63	26	62	20	41	24
64	54	83	87	65	63	31
25	76	49	74	71	44	14
42	88	50	58	44	95	6
53	54	97	22	3	48	58
19	50	23	64	21	70	48
25	33	71	65	79	59	17
75	95	99	30	76	52	42
21	83	52	34	89	4	99
47	44	95	59	79	42	35
81	90	47	18	45	18	51
85	11	31	79	76	26	37
38	40	29	22	6	30	19
77	97	78	40	92	37	84
3	87	9	21	38	94	32
96	80	74	56	93	95	21
35	92	68	82	98	71	33
6	86	88	33	26	6	36
88	6	17	36	3	16	12
21	2	44	89	94	11	70
94	37	42	98	91	64	4
84	37	3	22	64	18	62
10	82	19	18	59	86	3
78	32	9	65	45	30	35
25	63	92	21	82	16	30
32	45	18	12	26	60	50
88	1	31	36	8	9	94
41	91	71	89	32	83	46
65	63	28	6	11	38	6
64	96	48	10	65	92	58
77	20	81	2	71	86	12
39	49	79	1	33	77	43
76	31	24	44	57	45	30
66	22	36	31	30	76	51
99	86	50	16	33	35	98
10	65	56	39	52	96	64
34	50	94	2	43	44	9
75	81	42	22	69	36	79
9	28	96	94	68	54	77
21	78	82	39	29	62	42
81	49	60	82	96	52	26
99	65	48	63	67	18	63
36	89	62	69	98	63	43
48	51	70	56	93	53	40
65	31	61	73	89	51	54
55	22	8	33	66	39	48
59	19	55	78	36	82	12
51	95	83	30	10	72	66
32	2	61	57	79	25	87
53	95	5	47	22	62	24
30	99	45	87	33	97	56
42	64	54	62	41	66	69
84	58	73	63	78	93	90
55	25	74	96	25	17	3
91	96	34	24	18	4	35
75	21	6	21	33	14	28
54	59	25	43	35	99	11
27	12	21	23	52	87	92
57	71	89	51	25	35	89
38	27	65	89	32	29	19
37	84	63	16	93	75	86
31	97	12	87	62	96	63
79	73	51	33	78	67	19
32	59	55	31	98	21	3
60	5	54	92	62	85	83
26	27	14	14	65	98	68
35	10	59	14	7	71	52
44	43	20	96	83	3	91
35	29	25	52	62	25	69
37	12	78	83	16	58	52
7	71	99	16	61	68	53
28	2	91	19	69	54	12
26	67	36	77	9	84	47
60	9	38	36	78	1	5
95	20	57	79	4	21	98
22	20	3	38	94	53	51
43	65	51	11	44	49	35
37	13	22	81	45	20	32
49	9	42	79	89	76	26
5	76	47	8	44	61	82
73	38	72	55	99	72	24
74	56	17	36	82	40	17
66	18	20	68	83	22	76
51	7	86	6	30	26	97
22	76	69	46	92	6	97
41	86	75	92	23	68	10
31	38	95	79	76	93	6
77	28	46	26	70	46	42
15	82	51	38	77	64	14
85	99	83	62	5	47	35
65	1	92	35	24	34	59
38	79	5	90	78	6	89
53	39	10	75	59	26	96
6	85	66	6	17	28	22
81	94	13	71	16	65	54
42	67	61	56	44	29	8
99	78	96	48	99	96	33
28	5	13	79	42	63	16
79	33	40	6	51	4	57
45	88	61	83	41	36	67
23	91	60	62	81	62	91
20	2	29	18	36	97	58
41	71	33	8	67	87	82
89	36	37	30	27	22	23
27	22	40	40	4	87	84
43	21	98	6	89	28	16
79	91	93	97	70	52	86
30	81	95	95	72	41	62
36	99	33	82	28	50	21
91	92	20	2	89	51	51
53	12	94	85	3	56	16
43	63	8	64	77	15	72
43	90	6	21	20	49	5
1	74	54	24	83	69	42
89	97	31	82	7	87	92
8	81	25	4	31	1	14
23	5	26	10	22	39	22
61	68	12	26	77	42	68
9	55	8	76	49	72	83
68	37	76	10	80	95	96
91	65	51	90	57	55	26
80	44	49	93	71	36	87
91	21	79	64	61	76	83
95	37	37	87	65	86	56
72	81	15	42	47	45	70
71	40	5	53	64	17	8
74	30	49	31	75	85	60
61	76	81	71	5	89	13
99	76	49	15	12	10	66
4	1	77	52	98	26	41
89	36	53	76	76	74	67
21	83	10	4	48	41	61
54	4	86	54	70	8	39
20	22	43	44	64	34	90
51	76	36	21	93	23	8
7	53	50	74	38	59	70
97	69	3	70	86	34	59
15	79	40	12	73	50	69
13	82	30	21	47	78	5
1	40	41	91	91	67	68
62	91	61	85	26	51	16
13	19	19	84	28	76	80
37	15	87	36	48	92	33
39	23	69	95	80	49	5
86	83	15	75	24	12	52
27	83	84	77	99	50	83
29	75	87	96	41	4	13
98	66	55	26	50	66	94
89	54	41	53	17	89	83
87	5	26	27	4	9	70
71	98	71	5	84	54	40
45	27	40	15	29	42	67
65	84	26	21	38	80	9
46	64	64	56	84	35	37
73	19	60	50	88	95	54
73	27	96	85	2	40	11
20	21	81	44	73	82	20
85	70	93	89	55	79	39
1	38	84	73	23	27	12
31	77	31	84	11	4	75
62	14	88	71	55	59	8
72	28	51	37	98	40	30
4	74	48	3	60	63	63
4	82	46	81	88	24	30
73	76	86	96	15	32	28
27	63	6	20	38	14	40
62	50	27	64	68	21	50
98	2	16	17	8	50	43
5	44	29	85	70	56	48
92	63	83	16	78	3	46
62	80	21	61	57	97	22
48	67	49	33	72	88	73
39	95	53	41	84	71	81
2	36	26	45	3	25	16
85	44	35	7	41	56	76
55	45	33	53	80	38	16
40	65	74	50	43	17	77
20	79	3	46	90	66	71
10	70	29	92	8	61	26
3	1	33	94	92	11	54
38	37	60	59	45	45	90
25	73	64	72	37	4	16
14	76	60	21	10	94	39
32	7	23	91	11	40	85
54	12	34	33	94	33	3
38	68	9	99	15	18	97
91	12	89	56	7	5	99
43	61	36	85	75	36	3
16	90	85	69	69	15	27
22	29	83	8	55	24	91
98	46	32	21	39	83	79
84	59	61	71	74	15	53
2	16	37	39	93	89	9
8	68	53	63	19	6	20
75	39	88	22	54	10	16
99	5	68	63	11	59	43
10	86	29	17	99	11	51
96	70	38	93	95	89	99
53	38	55	56	47	50	32
54	67	91	65	70	36	67
11	92	97	7	21	71	9
32	11	89	39	20	54	72
87	69	97	80	50	79	44
27	11	36	47	93	57	62
70	6	42	11	95	69	58
40	44	9	91	61	77	3
56	62	20	88	35	68	46
82	71	85	40	34	6	11
79	3	47	96	8	99	98
76	14	8	96	99	11	41
76	64	70	27	78	26	43
49	89	42	25	89	90	75
46	98	23	27	60	95	35
74	15	38	33	28	26	49
8	31	21	98	47	65	93
99	37	66	94	8	84	60
49	85	12	44	18	43	86
16	31	37	70	74	51	67
68	86	63	81	23	66	95
9	36	68	48	60	37	61
62	70	85	38	77	14	95
57	71	21	52	73	87	32
11	27	27	96	56	11	68
32	8	14	48	13	1	56
22	4	71	63	95	9	81
56	35	93	15	5	58	11
14	1	36	13	54	45	64
31	92	99	46	30	31	12
74	77	34	54	16	61	3
82	61	33	71	45	21	58
20	38	24	31	22	55	28
22	33	70	24	24	31	42
59	95	91	63	54	78	98
35	20	7	3	35	77	51
57	54	24	27	91	83	57
93	84	53	47	71	57	87
70	42	45	84	45	2	95
16	37	51	5	74	26	2
82	87	8	74	79	30	59
70	15	8	1	46	77	10
17	15	65	29	9	47	69
24	83	51	31	63	13	34
28	50	30	33	3	65	75
50	27	27	54	98	98	3
47	30	1	64	96	24	37
47	59	72	41	54	7	37
68	42	88	78	61	92	26
20	61	57	29	7	69	11
57	2	1	78	15	53	41
12	46	21	53	55	25	46
32	83	45	96	38	74	3
1	98	15	58	91	82	69
70	99	53	31	61	48	50
8	63	63	33	75	2	23
8	70	60	15	8	98	28
68	30	62	10	22	34	20
71	56	90	2	56	22	53
88	9	37	6	30	83	79
89	37	9	98	23	80	30
8	80	36	42	46	96	34
43	81	36	46	46	35	19
22	7	81	49	5	7	22
23	11	99	97	3	12	40
31	59	75	20	69	83	38
26	14	41	29	56	2	3
1	70	93	68	1	39	69
30	78	71	42	77	57	90
75	44	57	39	60	23	5
10	84	90	16	8	3	26
82	87	24	66	32	14	19
67	86	45	79	56	45	35
26	14	88	33	61	51	73
68	90	90	51	29	88	8
97	28	55	94	84	45	68
55	46	69	81	28	85	17
67	5	90	70	34	78	63
12	51	78	54	31	88	95
99	36	11	39	75	47	34
97	6	79	78	1	59	80
60	24	21	11	91	17	36
61	43	12	55	38	32	44
81	93	71	79	12	17	12
89	12	67	86	38	63	6
67	35	86	22	91	17	41
9	39	86	73	35	4	22
37	40	21	55	76	79	17
21	70	90	66	88	76	17
26	80	12	94	83	43	27
95	52	50	66	58	97	78
54	30	45	82	40	39	33
40	25	34	74	93	84	1
91	88	72	92	86	93	7
78	77	31	39	6	46	68
49	78	94	4	78	20	95
5	47	31	3	56	33	74
83	44	20	67	55	82	98
36	77	27	73	35	48	50
70	58	74	44	68	51	52
52	20	1	25	49	67	91
83	7	87	6	13	88	29
77	14	95	23	20	62	82
39	66	14	82	20	50	92
57	98	21	74	46	20	20
3	99	24	40	64	91	32
48	93	91	22	60	45	81
91	85	53	5	25	89	26
53	53	9	1	11	36	76
59	91	21	94	84	27	21
46	9	70	72	75	35	72
35	93	96	13	80	63	69
6	98	7	60	79	18	78
33	36	8	38	38	72	71
56	6	95	12	57	51	84
14	35	58	16	79	6	94
31	72	85	22	72	46	41
14	49	14	48	25	84	80
36	66	19	55	71	98	77
65	1	1	45	22	55	95
15	32	41	92	72	80	6
93	44	23	7	74	89	4
80	58	68	11	45	96	85
76	11	6	95	70	43	21
94	20	13	5	27	47	40
70	31	33	89	29	96	93
13	56	7	85	44	37	29
45	85	83	97	68	19	9
93	24	86	15	56	91	73
83	97	94	20	54	15	67
79	75	14	65	40	30	28
77	26	79	94	15	24	90
90	23	72	22	12	74	45
46	15	84	68	22	85	51
34	13	97	92	86	51	29
27	59	72	35	63	57	45
73	36	94	98	70	33	54
64	51	66	7	13	28	19
59	26	74	7	97	62	28
39	66	40	25	67	50	59
66	85	45	64	3	43	5
77	20	61	98	73	1	61
85	89	72	17	71	78	85
78	23	94	70	55	93	42
51	69	42	62	33	99	63
31	23	72	79	92	56	1
70	8	9	23	23	44	79
48	8	93	31	28	74	20
77	91	8	5	81	97	71
18	60	46	85	85	8	16
53	39	71	33	4	60	11
30	59	1	35	9	47	94
61	82	40	46	21	72	69
93	22	10	4	78	34	62
6	68	12	4	73	62	9
92	80	62	54	32	96	31
47	56	3	82	15	73	17
10	91	39	25	52	44	34
21	14	22	93	16	28	86
32	29	94	59	31	30	9
50	40	29	67	13	33	54
56	93	4	90	71	28	92
82	32	60	82	43	79	20
39	51	3	42	19	91	2
51	28	19	78	86	86	1
29	90	44	21	30	3	74
49	18	96	31	44	84	92
20	49	88	9	66	13	89
11	22	77	65	82	5	59
86	15	43	68	95	83	36
47	4	54	76	66	69	73
52	77	49	79	69	46	31
58	23	77	95	90	79	29
70	79	99	38	32	74	65
26	67	58	95	91	19	83
21	54	1	76	85	49	8
73	57	71	42	38	43	80
62	71	92	86	76	51	29
3	36	58	9	60	54	92
18	75	25	34	19	25	95
59	60	90	37	42	74	56
99	49	63	59	89	49	73
99	5	33	28	84	93	70
46	39	92	58	61	84	42
87	24	98	78	95	5	11
68	89	45	58	2	74	83
51	60	60	2	7	5	71
49	23	97	26	39	40	26
3	33	93	60	70	37	92
52	94	89	43	37	98	17
61	14	16	33	77	77	51
98	71	43	30	46	34	97
36	22	16	30	96	15	26
81	65	19	75	63	89	73
77	81	61	19	13	57	96
12	77	95	46	35	77	45
60	7	37	94	19	9	18
1	87	53	99	6	72	1
94	55	23	96	90	51	76
64	36	2	19	45	6	39
62	90	56	74	37	74	54
47	67	64	37	43	45	89
50	64	99	38	81	2	42
26	46	99	47	9	41	85
36	78	41	15	45	62	15
17	63	84	80	13	97	14
6	96	6	60	81	45	17
80	94	81	17	96	94	20
10	20	78	83	89	87	86
94	16	75	47	87	27	59
41	9	46	8	49	52	24
17	33	84	87	4	63	84
45	25	98	79	25	4	10
23	38	64	71	36	53	53
49	10	26	48	59	17	63
99	2	91	59	8	40	34
99	24	24	13	62	77	12
10	3	72	88	70	28	82
29	15	35	7	62	81	88
49	64	84	36	58	99	46
65	65	51	51	63	97	83
48	47	55	51	41	22	29
48	81	10	52	67	91	82
17	87	99	63	64	90	56
51	58	2	72	32	46	32
26	11	39	53	25	4	71
23	24	42	35	55	83	78
59	61	37	22	38	36	4
71	58	89	45	23	72	70
49	63	94	81	40	14	36
32	10	27	23	51	77	21
15	96	66	52	81	68	14
27	7	24	41	86	12	47
18	21	91	31	86	69	72
17	14	28	55	94	91	9
80	4	61	57	43	21	96
78	83	97	40	61	30	64
93	24	16	70	82	32	44
23	68	18	15	81	3	80
29	20	85	91	61	95	34
16	80	49	79	2	6	29
54	84	19	30	82	53	28
2	80	95	37	37	64	40
82	71	82	98	10	75	20
74	54	55	88	34	24	46
28	6	94	79	5	31	33
92	88	21	35	36	4	31
53	61	25	4	87	86	1
51	19	58	5	25	21	70
82	31	13	73	6	22	81
36	68	78	82	37	58	76
23	95	13	79	19	96	25
82	72	41	98	22	79	98
21	88	55	4	54	41	46
60	67	8	1	24	11	39
77	8	41	96	20	29	73
11	40	27	86	10	80	43
65	76	37	51	49	82	5
6	62	65	42	22	76	98
37	60	33	73	77	98	40
82	40	37	27	65	1	92
24	54	4	93	43	21	25
85	31	76	60	51	54	54
49	91	92	81	60	31	89
64	55	43	3	86	13	73
75	7	75	6	34	48	8
42	45	25	55	55	50	65
69	37	89	86	90	12	96
7	65	7	94	84	87	81
76	12	2	93	25	74	77
60	56	58	37	64	35	79
27	53	31	51	18	20	64
27	20	31	40	53	13	59
94	69	76	55	76	64	32
23	88	95	16	21	9	88
43	95	38	12	16	33	1
31	43	90	55	81	33	86
70	58	66	99	60	87	62
88	2	50	61	69	57	6
18	66	28	86	43	82	19
71	36	85	54	73	97	38
19	64	78	61	23	32	84
60	52	30	25	23	38	91
85	3	97	83	18	14	29
17	66	19	91	57	26	33
28	27	87	37	48	22	19
16	91	52	82	37	1	19
5	17	25	58	32	23	13
84	15	57	67	99	90	7
76	85	33	33	78	87	71
4	58	57	73	79	9	6
62	23	74	46	61	33	92
88	62	62	31	25	60	83
28	14	97	27	71	26	14
20	10	15	5	2	50	60
21	41	14	26	89	58	56
64	93	38	67	83	10	50
89	80	37	57	21	2	31
61	69	22	78	71	48	74
62	11	52	86	84	10	9
61	9	15	45	16	33	99
14	2	71	54	88	23	85
2	80	88	61	86	85	74
26	59	75	9	32	9	1
34	36	63	18	20	21	60
59	64	46	81	27	59	69
26	29	15	70	42	21	11
7	56	85	42	37	17	7
70	82	9	58	14	26	9
33	56	91	50	44	98	12
38	94	8	26	96	79	82
21	42	62	88	25	78	1
77	84	92	72	49	72	17
93	23	21	48	70	49	49
32	44	70	10	74	63	85
81	53	54	68	82	30	16
69	2	68	78	46	47	26
69	71	58	43	21	68	46
43	40	94	46	25	55	70
77	28	52	40	10	18	33
56	21	88	61	89	66	7
83	73	17	12	91	36	25
59	4	28	10	94	94	4
2	84	57	3	72	34	27
82	12	99	28	92	89	17
10	27	19	36	18	65	7
62	3	57	95	73	77	52
10	60	36	28	99	35	33
87	65	52	78	39	79	16
17	69	90	39	51	78	93
23	77	54	91	91	24	65
41	69	81	11	23	54	28
29	73	91	95	73	21	93
76	95	28	4	43	56	51
96	26	27	11	94	4	68
55	78	62	88	98	72	44
8	52	34	65	47	98	41
56	67	67	89	24	83	4
71	63	47	93	99	82	80
17	80	21	42	79	25	55
